-9.909018874168395996e-02	-2.456662356853485107e-01	-2.579896748065948486e-01	2.723186910152435303e-01	-1.447217762470245361e-01	3.389352560043334961e-02	5.348828434944152832e-02	1.315120160579681396e-01	-5.458602309226989746e-02	4.494715109467506409e-02	4.404191672801971436e-01	-2.621133998036384583e-02	-1.563136875629425049e-01	-1.070211082696914673e-01	2.241237610578536987e-01	-9.902040660381317139e-02	1.472611445933580399e-02	9.835822880268096924e-02	2.587914466857910156e-01	-1.990913897752761841e-01	3.078750520944595337e-02	1.055230349302291870e-01	2.532270736992359161e-02	2.727069258689880371e-01	-2.227855026721954346e-01	1.481575239449739456e-02	1.139489188790321350e-01	2.764494158327579498e-03	3.508641123771667480e-01	6.182695552706718445e-02	-2.070552855730056763e-01	1.226531416177749634e-01
4.130140319466590881e-02	7.620368897914886475e-02	-8.266668766736984253e-02	2.300244122743606567e-01	-3.157865405082702637e-01	2.484032064676284790e-01	1.032770127058029175e-01	1.927243173122406006e-01	-1.056690812110900879e-01	7.883986085653305054e-02	5.003233551979064941e-01	-1.449047774076461792e-01	-1.829523593187332153e-02	1.965873129665851593e-02	1.354700326919555664e-01	-7.562177628278732300e-02	-1.119844391942024231e-01	-2.696847729384899139e-02	1.051711291074752808e-01	-8.556150645017623901e-02	-1.593005210161209106e-01	3.117108345031738281e-02	8.861728012561798096e-02	3.581229448318481445e-01	-1.625811308622360229e-01	3.992829471826553345e-02	1.606531068682670593e-02	2.219675481319427490e-01	3.436728715896606445e-01	-5.986212566494941711e-02	-1.258519738912582397e-01	2.868473343551158905e-02
6.418568640947341919e-02	-5.101467948406934738e-03	-2.263691276311874390e-01	3.390039205551147461e-01	-2.641654610633850098e-01	9.672071784734725952e-02	5.200878903269767761e-02	1.636828482151031494e-01	-1.089869067072868347e-01	1.216306909918785095e-01	4.996093511581420898e-01	-1.143052428960800171e-01	1.505367737263441086e-02	-1.241897121071815491e-01	-5.406237393617630005e-02	-1.393294632434844971e-01	-2.172950804233551025e-01	-4.429115355014801025e-02	1.546092927455902100e-01	-1.493224501609802246e-01	-1.601898968219757080e-01	2.472420036792755127e-02	5.995225533843040466e-02	2.387841343879699707e-01	-2.001388520002365112e-01	3.170406445860862732e-02	4.478025063872337341e-02	1.805485337972640991e-01	3.569366335868835449e-01	2.930722013115882874e-02	-8.669643849134445190e-02	-3.597269533202052116e-03
-3.218125179409980774e-02	-3.688259795308113098e-02	-7.458427548408508301e-02	3.414381444454193115e-01	-2.606234252452850342e-01	2.463936954736709595e-01	8.092276006937026978e-02	1.290062367916107178e-01	-5.237061157822608948e-02	1.725875139236450195e-01	5.098854899406433105e-01	-1.291286796331405640e-01	6.554763019084930420e-02	-1.509996782988309860e-02	1.379946619272232056e-01	-1.519940793514251709e-01	-1.671162694692611694e-01	-5.389055982232093811e-02	1.553055346012115479e-01	3.238059207797050476e-02	-7.297218590974807739e-02	-2.523495070636272430e-02	1.225862931460142136e-02	3.260472118854522705e-01	-2.190805971622467041e-01	7.225612550973892212e-02	4.518337547779083252e-02	1.924937069416046143e-01	2.755879759788513184e-01	2.063248679041862488e-02	-1.112472265958786011e-01	1.352690011262893677e-01
2.495135962963104248e-01	-2.296899445354938507e-02	-2.295691072940826416e-01	2.930586338043212891e-01	2.005393505096435547e-01	1.131065264344215393e-01	1.876712739467620850e-01	-1.587117165327072144e-01	-1.841088831424713135e-01	-1.415059268474578857e-01	-1.494756201282143593e-03	-1.970035731792449951e-01	-8.484073728322982788e-02	2.793288417160511017e-02	-2.437253743410110474e-01	-5.575901828706264496e-03	-2.988517284393310547e-01	-3.606910109519958496e-01	2.528302967548370361e-01	2.485006488859653473e-02	1.000852733850479126e-01	-2.449586801230907440e-02	-7.979376614093780518e-02	1.750115007162094116e-01	-1.265971213579177856e-01	-8.168958127498626709e-02	1.627422422170639038e-01	2.551603615283966064e-01	2.011660933494567871e-01	1.808819547295570374e-02	6.631162017583847046e-02	-1.844417601823806763e-01
1.325863599777221680e-01	-2.032279372215270996e-01	-5.339015647768974304e-02	3.701108098030090332e-01	1.104133576154708862e-02	2.049365043640136719e-01	2.738306298851966858e-02	-6.068280339241027832e-02	1.187954476336017251e-04	-4.978345707058906555e-02	2.336056679487228394e-01	1.397139020264148712e-02	-4.933998361229896545e-02	1.437743455171585083e-01	4.367138445377349854e-02	-5.355960130691528320e-02	-2.959640026092529297e-01	-3.131072521209716797e-01	1.515748649835586548e-01	8.296528458595275879e-02	-2.103140763938426971e-02	-3.238600492477416992e-02	-2.993594110012054443e-02	3.776645064353942871e-01	-1.234648600220680237e-01	-1.179240718483924866e-01	1.948899030685424805e-01	3.564689457416534424e-01	3.303613364696502686e-01	-1.485418435186147690e-02	7.354009151458740234e-02	-1.144936680793762207e-02
6.448558717966079712e-02	9.366098791360855103e-02	-8.036777377128601074e-02	4.747619032859802246e-01	-2.934062480926513672e-01	1.942305713891983032e-01	1.555751264095306396e-01	1.393025517463684082e-01	-1.308228969573974609e-01	1.523968875408172607e-01	4.611786901950836182e-01	-2.807558514177799225e-03	1.843542978167533875e-02	3.299105167388916016e-02	-5.272423475980758667e-02	-7.307921350002288818e-02	-2.629735469818115234e-01	-1.074176207184791565e-01	1.694682389497756958e-01	-4.673888906836509705e-02	-1.025359854102134705e-01	1.056685857474803925e-02	-6.700415909290313721e-02	1.917907297611236572e-01	-2.394899427890777588e-01	4.783590883016586304e-02	1.300914287567138672e-01	1.250166445970535278e-01	2.449478209018707275e-01	9.516906924545764923e-03	-9.652674943208694458e-02	-1.038599014282226562e-02
5.237743631005287170e-02	9.040162712335586548e-02	-1.002264693379402161e-01	4.240221977233886719e-01	-1.054678857326507568e-01	2.254697233438491821e-01	1.593486815690994263e-01	1.397624909877777100e-01	-2.030810117721557617e-01	4.528494551777839661e-02	3.263934850692749023e-01	-5.103350430727005005e-02	-1.222280114889144897e-01	1.458187252283096313e-01	-3.150596618652343750e-01	-1.174555793404579163e-01	-3.358495235443115234e-01	-2.606106996536254883e-01	2.621643841266632080e-01	9.773535281419754028e-02	-9.419780969619750977e-02	-8.711860328912734985e-02	-5.169090628623962402e-02	1.883521229028701782e-01	-1.584973782300949097e-01	-1.350002177059650421e-02	9.910384565591812134e-02	1.273561865091323853e-01	1.178023889660835266e-01	1.713888160884380341e-02	-2.697500959038734436e-02	-1.040060222148895264e-01
9.774786978960037231e-02	-6.990607827901840210e-02	-1.968985050916671753e-01	3.164521753787994385e-01	-2.103386074304580688e-02	1.678069680929183960e-01	2.391642481088638306e-01	5.713908001780509949e-02	-2.580648660659790039e-01	-1.655837595462799072e-01	2.594113349914550781e-01	-8.205134421586990356e-03	-1.467066556215286255e-01	6.117197126150131226e-02	3.506988659501075745e-02	7.033851742744445801e-02	-2.094775289297103882e-01	-2.261514812707901001e-01	2.411409318447113037e-01	-1.729485541582107544e-01	1.303729414939880371e-01	4.297194629907608032e-02	-5.646862462162971497e-02	3.778569698333740234e-01	-1.052761822938919067e-01	-1.007107794284820557e-01	2.703862488269805908e-01	1.220527291297912598e-01	3.003571033477783203e-01	-3.415649756789207458e-02	-6.220969557762145996e-02	-1.112928614020347595e-01
7.717496901750564575e-02	-9.739100188016891479e-02	-4.226278662681579590e-01	2.694905102252960205e-01	3.022030740976333618e-02	-5.942898988723754883e-02	1.424145400524139404e-01	-2.084838449954986572e-01	-4.902007803320884705e-02	1.895894557237625122e-01	2.064096033573150635e-01	-2.265721857547760010e-01	-1.477782428264617920e-01	-1.091550365090370178e-01	-3.223047778010368347e-02	-6.918493658304214478e-02	-8.600770682096481323e-02	-8.373871445655822754e-02	3.693028688430786133e-01	1.301655471324920654e-01	-6.722547858953475952e-02	-2.477476187050342560e-02	-4.712231457233428955e-03	3.311078548431396484e-01	-2.758835554122924805e-01	6.410570815205574036e-03	-2.566202916204929352e-02	1.526406109333038330e-01	3.153997659683227539e-01	9.440011531114578247e-02	-4.540700465440750122e-02	1.326489727944135666e-02
5.840190872550010681e-02	-1.479153931140899658e-01	-1.930988878011703491e-01	2.648580074310302734e-01	-2.207385003566741943e-01	1.142691597342491150e-01	3.852909058332443237e-02	2.063531279563903809e-01	4.095716401934623718e-02	1.135027110576629639e-01	4.710479378700256348e-01	-1.320264935493469238e-01	-1.091102212667465210e-01	1.336341910064220428e-02	1.534822434186935425e-01	-9.153178334236145020e-02	-1.106506586074829102e-01	-1.961469650268554688e-01	1.512412875890731812e-01	-9.949219226837158203e-02	-1.267183721065521240e-01	2.147019654512405396e-02	9.379044175148010254e-02	2.680420577526092529e-01	-2.571363449096679688e-01	4.696281626820564270e-02	-3.406428173184394836e-02	2.760814726352691650e-01	3.498507142066955566e-01	3.179538249969482422e-02	-4.750182852149009705e-02	1.072763502597808838e-01
